model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,run,overall_bias
gemma2:latest,29137930,0.0,0.0,0.0,0.0,0.95,The article presents a scientific discovery about fossilized vomit and its implications for understanding ancient ecosystems. There is no discernible political slant in the topic or presentation.,2,0.0
gemma2:latest,29125285,0.0,-0.2,0.1,0.0,0.6,"The article presents data on Zurich's carbon footprint, highlighting both local efforts and the impact of indirect emissions. The framing leans slightly left due to emphasis on individual responsibility and consumption patterns.",2,-0.025
gemma2:latest,29137608,0.0,0.0,0.0,0.0,0.8,The article presents factual information about the Argo program without overt political slant. It highlights scientific contributions and international cooperation.,2,0.0
gemma2:latest,29134900,-0.6,-0.8,-0.9,-0.7,0.8,"The article focuses on the dire humanitarian situation in Gaza and presents Palestinian voices critical of Israeli policies. The framing emphasizes suffering and lack of hope, while portraying Israel's actions negatively.",2,-0.75
gemma2:latest,29133473,0.0,0.0,0.0,0.0,0.8,The article reports on legal proceedings related to a fire at a bar. There is no overt political slant in the topic or coverage.,2,0.0
gemma2:latest,29132722,-0.1,0.2,0.1,0.0,0.6,"The article presents polling data on various Swiss political initiatives. While the topic selection leans slightly left (e.g., focus on climate change), the framing is generally neutral. The treatment of different political parties appears balanced.",2,0.05
gemma2:latest,28980688,0.0,0.1,0.0,0.0,0.6,The article presents a generally neutral overview of Swiss-Iraqi economic relations. There is a slight rightward lean in the framing due to emphasis on investment opportunities and 'made in Switzerland' quality.,2,0.025
gemma2:latest,29138895,-0.6,-0.8,-0.7,0.0,0.9,"The article focuses on worker health and economic struggles, framing them as issues caused by employer practices and government policies. The language used is critical of employers and suggests a need for increased worker protections.",2,-0.5249999999999999
gemma2:latest,29137468,0.0,0.0,0.0,0.0,0.7,The article reports on a factual event: the upcoming questioning of a fire chief in connection with a bar fire. There is no overt political slant.,2,0.0
gemma2:latest,29138628,0.0,-0.2,0.1,0.2,0.6,The article presents a factual account of the energy law revision with some left-leaning framing in the portrayal of opposition parties' views.,2,0.025
gemma2:latest,29132483,0.0,-0.2,0.1,0.0,0.6,The article focuses on environmental performance of supermarkets. There is a slight negative framing bias towards Swiss supermarkets.,2,-0.025
gemma2:latest,29138029,0.0,0.0,0.0,0.0,0.8,"The article reports factual information about the ongoing medical treatment of victims from the Constellation fire. There is no discernible political slant in the topic selection, framing, or treatment of individuals involved.",2,0.0
gemma2:latest,29138340,0.0,-0.2,-0.3,0.1,0.6,"The article presents both sides of the climate fund initiative, but leans slightly left due to the focus on the arguments against the initiative and the framing of the opposition as more fiscally responsible.",2,-0.1
gemma2:latest,29139609,-0.2,-0.3,0.1,0.0,0.6,"The article focuses on Russian recruitment of Ukrainian youth for sabotage, framing it as a tactic to sow fear and undermine Western support. While mentioning Russian accusations against Ukraine, the article leans towards presenting the Ukrainian perspective.",2,-0.1
gemma2:latest,29132309,0.0,-0.2,0.0,0.0,0.6,"The article focuses on a personal account of the Gaza conflict, framing it through the experiences of an individual. The tone is empathetic towards the suffering described.",2,-0.05
gemma2:latest,29139514,0.0,0.0,0.0,0.0,0.95,The article reports on a routine national siren test in Switzerland. There is no discernible political slant in the topic or reporting.,2,0.0
gemma2:latest,29138377,0.0,0.1,0.0,0.0,0.4,"The article focuses on revelations about various individuals' connections to Jeffrey Epstein. The tone is largely neutral, though there is a slight rightward lean in the framing of some figures as 'deceived' by Epstein.",2,0.025
gemma2:latest,29137477,0.0,0.0,0.0,0.0,0.8,The article presents a collection of feel-good news stories with no clear political slant. There is no evident bias in the selection or framing of topics.,2,0.0
gemma2:latest,29139808,0.0,0.0,0.0,0.0,0.7,The article focuses on a scientific study of graffiti in Pompeii. There is no clear political slant in the topic or presentation.,2,0.0
phi3:mini,29138341,-0.1,-0.2,-0.3,0.0,0.95,The article appears to lean slightly left due to its focus on the struggles of victims' families and criticism towards administrative delays in aid distribution. The framing is sympathetic but not overtly biased.,2,-0.15000000000000002
phi3:mini,29136599,-0.5,-1.0,-0.8,-1.0,0.9,The article presents a negative portrayal of Israel's actions and policies towards Gaza with clear left-leaning bias in its framing and treatment.,2,-0.825
phi3:mini,29137324,-0.1,-0.2,-0.3,0.0,0.95,The article leans slightly to the left with a negative framing bias and treatment of environmental issues favoring immediate action over economic concerns. Guest speakers are not politically biased as no clear political actors were quoted.,2,-0.15000000000000002
phi3:mini,29134900,-1.0,-1.0,-1.0,0.0,0.95,The article presents a clear left-leaning bias by focusing on the struggles and inhumane conditions of Palestinians living under Israeli control without mentioning any positive aspects or right perspectives. The framing is consistently negative towards Israel's policies.,2,-0.75
phi3:mini,28980688,-0.1,-0.2,-0.3,0.0,0.95,"The article appears to have a slight left-leaning bias due to its focus on economic development and social issues in Iraq rather than political or military aspects. The framing is more right-leaning as it discusses the potential for business growth with Swiss investment without much emphasis on local challenges, which could be seen from both sides of politics. Treatment bias leans slightly towards a left perspective by highlighting social and economic reconstruction needs over political stability concerns.",2,-0.15000000000000002
phi3:mini,29138340,-0.1,-0.2,-0.3,0.0,0.95,The article presents a left-leaning perspective by focusing on the concerns of Simone de Montmollin regarding climate action and fiscal responsibility in Switzerland. The framing is critical towards large endowments for environmental causes without clear evidence of efficiency or effectiveness.,2,-0.15000000000000002
phi3:mini,29139609,-0.5,-1.0,-0.7,0.0,0.9,The article appears to lean left due to its critical tone towards Russia and Ukraine's internal issues with youth radicalization. The framing bias is evident in the negative portrayal of both countries’ actions.,2,-0.55
phi3:mini,29139514,-0.1,-0.2,0.0,0.0,0.95,The article is slightly left-leaning due to its focus on public safety and infrastructure maintenance without a clear political agenda or bias in tone.,2,-0.07500000000000001
phi3:mini,29138377,0.0,-1.0,-1.5,-1.0,0.95,The article presents a negative framing towards Jeffrey Epstein and Mette-Marit with strong bias scores in all categories except for the subject selection which is neutral.,2,-0.875
phi3:mini,29137477,-0.1,0.0,0.0,0.0,0.95,The article presents a diverse range of topics without clear political leanings or bias in tone and narrative. The subject matter is varied but does not inherently favor any particular political ideology.,2,-0.025
phi3:mini,29139808,0.0,-1.0,0.0,0.0,1.0,"The article appears to be neutral in subject bias but leans towards a left-leaning framing by focusing on the cultural and historical aspects of graffiti without political commentary or endorsement. Treatment is balanced with no apparent favoritism toward either side mentioned, guests' biases are not applicable as there were no specific speakers quoted in terms of politics. The confidence level reflects a clear understanding that this article focuses on cultural history rather than current events.",2,-0.25
qwen2.5:3b-instruct,29134931,-0.4,-0.6,-0.5,0.0,0.85,"The article focuses on a natural disaster in Italy, highlighting the lack of early warning and inadequate infrastructure. It leans left with its emphasis on government negligence and calls for increased funding.",2,-0.375
qwen2.5:3b-instruct,29138341,-0.1,-0.2,-0.3,0.0,0.85,"The article discusses a social assistance program for victims of an incident, highlighting both the benefits and limitations of the system.",2,-0.15000000000000002
qwen2.5:3b-instruct,29137551,-0.2,-0.4,-0.3,0.0,0.85,"The article discusses diplomatic efforts and the role of international organizations in resolving conflicts, with a focus on the OSCE's involvement in Ukraine. The tone is neutral but leans slightly towards the position that international bodies play an important role in conflict resolution.",2,-0.22500000000000003
qwen2.5:3b-instruct,29139880,-0.6,-0.8,-0.7,0.0,1.0,"This article focuses on the ongoing negotiations between Ukraine and Russia, highlighting the contrasting positions of both sides and emphasizing their disagreements.",2,-0.5249999999999999
qwen2.5:3b-instruct,29130526,0.0,0.0,0.0,0.0,0.9,The article discusses food safety regulations and pesticide residues in agricultural products without taking a political stance or favoring any particular side.,2,0.0
qwen2.5:3b-instruct,29136599,-0.5,-0.75,-0.625,0.0,1.0,"The article focuses on the limited reopening of Rafah crossing, highlighting restrictions imposed by Israel and emphasizing casualties from Israeli bombardments. It leans left in its coverage of humanitarian access issues.",2,-0.46875
qwen2.5:3b-instruct,29137324,-0.4,-0.6,-0.5,0.0,0.8,"The article focuses on the initiative's potential benefits and Lisa Mazzone's perspective, leaning towards a left-leaning narrative with some neutral elements.",2,-0.375
qwen2.5:3b-instruct,29137930,0.0,-0.25,-0.15,0.0,0.8,The article discusses paleontology and fossil discovery without taking a clear political stance or bias.,2,-0.1
qwen2.5:3b-instruct,29125285,-0.25,-0.15,-0.37,0.0,0.86,"The article highlights the challenges of reducing emissions outside a city's borders, suggesting that local efforts are insufficient without changes in individual consumption habits.",2,-0.1925
qwen2.5:3b-instruct,29137608,-0.1,-0.3,-0.2,0.0,0.85,"The article focuses on the technological advancements in oceanographic research and their impact, with a slight left-leaning tone towards international cooperation and climate change studies.",2,-0.15000000000000002
qwen2.5:3b-instruct,29134900,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses heavily on the negative aspects of life in Gaza, highlighting the suffering and lack of basic necessities faced by Palestinians. It portrays a bleak picture with no positive perspectives or voices.",2,-0.75
qwen2.5:3b-instruct,29133473,-0.1,-0.3,-0.4,0.0,0.85,"The article focuses on procedural aspects of a legal case without taking sides, but the framing leans slightly towards the left due to its focus on accountability and transparency issues.",2,-0.2
qwen2.5:3b-instruct,29132722,-0.45,-0.37,-0.29,0.18,0.96,"The article discusses various political initiatives and their public reception, leaning slightly left with a focus on the '200 francs' initiative and its opposition.",2,-0.23250000000000004
qwen2.5:3b-instruct,28980688,-0.1,-0.4,-0.3,0.2,0.85,"The article discusses economic relations between Switzerland and Iraq, highlighting both positive aspects like business opportunities and challenges such as regional instability and corruption. The tone is generally neutral but leans slightly towards the left with a focus on cooperation and diversification of economic ties.",2,-0.15000000000000002
qwen2.5:3b-instruct,29138895,-0.3,-0.7,-0.5,0.0,1.0,"The article focuses on issues related to workers' health and well-being, with a strong emphasis on the negative impacts of work-related stress and low wages.",2,-0.375
qwen2.5:3b-instruct,29137468,0.0,-0.25,-0.125,0.0,0.875,"The article does not present a clear political bias in its topic selection or framing, but it leans slightly towards the right with regards to treatment of individuals involved.",2,-0.09375
qwen2.5:3b-instruct,29138628,-0.4,-0.6,-0.5,0.0,0.85,"The article focuses on a law aimed at reducing energy consumption and promoting renewable energy, but leans towards the right with its emphasis on maintaining fossil fuel heating obligations.",2,-0.375
qwen2.5:3b-instruct,29132483,-0.2,-0.5,-0.3,0.0,1.0,"The article focuses on Lidl's climate strategy and its impact, highlighting their ambitious plans and collaborations with suppliers. It also mentions the lagging performance of Swiss supermarkets in this area.",2,-0.25
qwen2.5:3b-instruct,29138029,-0.1,-0.3,-0.4,0.0,0.8,"The article focuses on the medical response to a disaster, which is generally neutral in terms of political bias.",2,-0.2
qwen2.5:3b-instruct,29138340,-0.8,-0.6,-0.75,0.0,1.0,"The article predominantly presents a left-leaning perspective, with the main arguments coming from critics of the initiative rather than supporters.",2,-0.5375
qwen2.5:3b-instruct,29139609,-0.8,-0.7,-0.9,0.0,1.0,"The article heavily focuses on the issue of minors being recruited by Russia to sabotage Ukraine, presenting it as a significant threat and framing it negatively.",2,-0.6
qwen2.5:3b-instruct,29132309,-0.5,-0.75,-0.5,0.0,1.0,"The article focuses on a podcast about the Gaza conflict, with a strong left-leaning perspective and treatment of the topic.",2,-0.4375
qwen2.5:3b-instruct,29139514,0.0,0.0,0.0,0.0,0.8,"The article discusses a Swiss alarm system test and its implementation, showing no clear political bias.",2,0.0
qwen2.5:3b-instruct,29137477,0.0,-0.1,0.0,0.0,0.85,"The article covers a variety of topics including medical innovations, environmental solutions, and cultural phenomena without taking any clear political stance.",2,-0.025
qwen2.5:3b-instruct,29139808,0.0,-0.2,-0.1,0.0,0.8,"The article discusses a scientific study on graffiti found in the ruins of Pompeii, focusing on the technological advancements and discoveries made by researchers. The tone is neutral with slight left-leaning implications due to the emphasis on historical research and cultural preservation.",2,-0.07500000000000001
gemma3:4b,29134931,0.2,0.3,0.1,0.0,0.8,"The article primarily focuses on a natural disaster and its consequences, presenting a factual account. There's a slight leaning towards highlighting the government's response and the potential for long-term issues with compensation, suggesting a cautious perspective. The inclusion of quotes from a resident and a geologist adds credibility.",2,0.15
gemma3:4b,29138341,0.1,0.2,0.3,0.2,0.8,"The article focuses on a specific incident (an unspecified fire) and the subsequent financial support provided by the Swiss government. It presents a neutral framing of the situation, highlighting both the challenges and the solutions. The inclusion of quotes from individuals affected and officials involved offers a balanced perspective.",2,0.2
gemma3:4b,29137551,0.2,0.3,0.1,0.0,0.7,"The article primarily focuses on diplomatic efforts related to the Ukraine conflict, highlighting Switzerland's role through the OSCE. It presents a neutral account of discussions between Swiss officials and Ukrainian/Russian counterparts, emphasizing the OSCE's historical role and current attempts to mediate. The inclusion of Russian perspectives through Zakharova's statements adds a balanced view.",2,0.15
gemma3:4b,29139880,0.2,0.3,0.1,-0.3,0.8,"The article presents both Ukrainian and Russian perspectives on the ongoing negotiations. It highlights Ukrainian demands regarding the Donbass region and the Zaporizhzhia nuclear plant, while Russia emphasizes its continued military operations contingent on Ukrainian troop withdrawals. The article leans slightly towards a neutral stance, but the emphasis on Russian conditions suggests a subtle bias.",2,0.075
gemma3:4b,29130526,0.0,0.2,0.3,0.0,0.8,"This article reports on a food safety inspection regarding pesticide residue levels in Swiss fruits and vegetables. The framing focuses on exceeding legal limits, presenting a concern about food safety. The treatment is neutral, simply reporting the findings of the inspection.",2,0.125
gemma3:4b,29136599,0.3,0.2,0.7,-0.2,0.8,"The article primarily focuses on the humanitarian crisis in Gaza and the restrictions imposed by Israel, presenting a critical view of the situation. It highlights the UN and NGO calls for reopening the Rafah crossing and reports on the ongoing conflict and casualties. The emphasis on Palestinian suffering and Israeli actions leans slightly towards a left-leaning perspective.",2,0.25
gemma3:4b,29137324,0.6,0.8,0.7,0.0,0.85,"The article strongly advocates for the climate initiative, framing it as a necessary and beneficial investment. It highlights the positive impacts of the initiative and criticizes the current federal government's policies as insufficient. The focus remains consistently on the environmental benefits and the need for action.",2,0.5249999999999999
gemma3:4b,29137930,0.0,0.1,0.0,0.0,0.8,"The article focuses on a paleontological discovery, presenting scientific findings about a fossilized vomit and the animals it contained. There is no explicit political leaning in the subject matter. The tone is neutral and informative, describing the discovery and its implications for understanding ancient ecosystems. The inclusion of a paleontologist adds a credible expert voice.",2,0.025
gemma3:4b,29125285,0.2,0.3,0.1,0.0,0.7,"The article focuses on Zurich's climate efforts and challenges, highlighting the complexities of emissions, particularly those related to consumption and travel. It presents data and analysis regarding the city's emissions and compares them to other cities and countries. The piece leans slightly towards a concern about global consumption patterns rather than solely focusing on local actions.",2,0.15
gemma3:4b,29137608,0.0,0.3,0.2,0.0,0.8,"The article discusses oceanographic research and international collaborations, presenting a factual overview of the Argo program. It highlights the importance of data collection for climate change research and strategic applications. The focus on international cooperation and funding challenges suggests a balanced perspective.",2,0.125
gemma3:4b,29134900,-0.6,0.3,0.8,0.7,0.8,"The article heavily focuses on the dire humanitarian situation in Gaza, presenting a predominantly left-leaning perspective by highlighting the ongoing conflict, Israeli restrictions on aid, and the suffering of the civilian population. The voices of those directly experiencing the crisis – Rami Abou Jamous, Carl Skau, and Layla Salma – reinforce this narrative. While acknowledging Trump's plan, the article primarily frames it negatively, emphasizing its lack of consideration for the Gazan people and the obstacles to humanitarian access.",2,0.3
gemma3:4b,29133473,0.0,0.1,0.1,0.0,0.8,"The article focuses on a legal investigation related to a fire incident. It presents the facts of the case and the legal proceedings without explicitly taking a political stance. The treatment of the involved parties (municipality, former security officer) appears relatively neutral, simply reporting the events and legal decisions.",2,0.05
gemma3:4b,29132722,0.3,0.2,0.4,0.1,0.7,"The article primarily discusses Swiss political initiatives and a referendum, focusing heavily on the SSR (Swiss Broadcasting Corporation) reform and a proposal to include cash in the constitution. It exhibits a left-leaning framing by highlighting opposition to the SSR reform across various political parties, particularly among the UDC (Swiss People's Party) and in German-speaking Switzerland. The treatment is slightly favorable to the left, as it extensively details the arguments against the SSR reform and the support for the cash initiative, while offering a more balanced presentation of the reform itself. The guests are not explicitly quoted, so the guests_bias score is 0.0.",2,0.25
gemma3:4b,28980688,0.1,0.2,0.3,0.4,0.8,"The article presents a generally positive view of Swiss-Iraqi economic relations, highlighting investment opportunities and the benefits of Swiss expertise. It features perspectives from both Swiss and Iraqi business leaders, emphasizing the stability of Iraq and the potential for Swiss companies to contribute to its reconstruction. The article acknowledges geopolitical risks but largely frames the situation as promising.",2,0.25
gemma3:4b,29138895,0.3,0.6,0.7,0.2,0.8,"The article primarily focuses on worker health and economic concerns, presenting a critique of current labor practices and policies. It frames the issues as stemming from structural problems and employer behavior, leaning slightly left. The USS leadership is consistently portrayed as advocating for worker protections and increased public investment, further solidifying a left-leaning perspective.",2,0.44999999999999996
gemma3:4b,29137468,0.0,0.1,0.0,0.0,0.8,"The article reports on a police investigation related to a fire in Crans-Montana. It details the questioning of a firefighter, David Vocat, and references a similar case involving the Moretti couple. The framing is neutral, focusing on the procedural aspects of the investigation.",2,0.025
gemma3:4b,29138628,0.6,0.4,0.3,-0.4,0.8,"The article focuses on renewable energy and energy sovereignty, presenting a generally left-leaning approach to energy policy. While acknowledging some right-leaning voices (UDC, Jobin), the majority of quoted speakers (PLR, Greens, Socialists, Ensemble à Gauche) express concerns and opposition. The framing emphasizes sustainability and reducing fossil fuel consumption, leaning towards a progressive stance.",2,0.225
gemma3:4b,29132483,0.2,0.3,0.3,0.0,0.8,"The article focuses on Lidl's climate strategy and its positive ranking compared to other supermarkets, presenting a favorable view of their environmental efforts. It contrasts this with the perceived shortcomings of Swiss supermarkets, highlighting a gap in their detailed plans. The overall tone is supportive of proactive climate action.",2,0.2
gemma3:4b,29138029,0.0,0.0,0.0,0.0,0.8,"The article provides a factual update on the victims and injured from the Crans-Montana disaster, detailing hospitalizations and transfers across Switzerland and internationally. It focuses on numbers and locations without explicitly taking a political stance. The reporting is neutral in tone and does not favor any particular group or perspective.",2,0.0
gemma3:4b,29138340,0.6,0.7,0.8,-0.3,0.85,"The article primarily frames the debate around a climate fund initiative, leaning slightly towards supporting the initiative due to the emphasis on necessary measures and responsible policy. It critiques the initiative's potential for debt and rigidity, highlighting existing legal frameworks and Swiss financial prudence. The voices of those opposing the initiative are presented with concerns about potential debt and ineffective measures.",2,0.4499999999999999
gemma3:4b,29139609,0.6,0.7,0.3,0.4,0.85,"The article primarily focuses on Ukrainian youth involvement in sabotage, highlighting a concerning trend. The framing emphasizes the destabilizing impact of these actions and the potential for Russian manipulation. The expert opinions suggest a strategic effort by Russia to undermine Western support for Ukraine.",2,0.5
gemma3:4b,29132309,0.2,0.3,0.4,0.1,0.8,"The article focuses on a personal account of life in Gaza during a conflict, offering a human-centered perspective. The framing emphasizes the resilience of individuals and the disruption caused by the war, leaning slightly towards empathy. The speaker, Nahed, provides a firsthand narrative, though the specific political context is presented through her observations.",2,0.25
gemma3:4b,29139514,0.0,0.0,0.0,0.0,0.8,"This article reports on a civil defense exercise involving sirens in Switzerland. It focuses on the technical aspects of the test, including the number of sirens, mobile sirens, and notification delivery. There is no explicit political leaning or favoring of any particular side.",2,0.0
gemma3:4b,29138377,0.3,0.6,0.2,0.4,0.8,"The article heavily focuses on individuals connected to Jeffrey Epstein, primarily through documented relationships and financial transactions. The framing leans towards exposing potential wrongdoing and scandal, particularly regarding prominent figures like Mette-Marit of Norway, Jack Lang, Peter Mandelson, and Prince Andrew. While the article presents information about these connections, it does not explicitly advocate for any particular political stance.",2,0.375
gemma3:4b,29137477,0.0,0.1,0.0,0.0,0.8,"The article focuses on a variety of innovative and positive developments in Switzerland, including medical advancements, environmental initiatives, and social trends. There is no clear political leaning or favoring of specific viewpoints. The diverse topics covered suggest a neutral and informative approach.",2,0.025
gemma3:4b,29139808,0.0,0.1,0.0,0.0,0.8,"The article focuses on a historical archaeological project involving the deciphering and imaging of ancient graffiti. The tone is primarily descriptive and informative, presenting the scientific process and findings without overt political commentary. The experts involved offer insights into the historical context and artistic techniques, maintaining a neutral perspective.",2,0.025
llama3.2:latest,29134931,-0.5,0.2,-0.1,0.0,0.8,"L'article présente une analyse critique des politiques de sécurité en Italie, soulignant les déficiences dans la détection et la prévention des glissements de terrain. La tonalité est neutre, mais le langage utilisé pour décrire les événements et les responsabilités est plus souvent accusatoire contre le gouvernement que contre les victimes. Les citations d'experts et de témoins sont présentes, mais ne contribuent pas à créer une atmosphère de défense des droits des citoyens.",3,-0.1
llama3.2:latest,29138341,-0.1,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie en particulier. Le sujet lui-même (le remboursement des frais liés à l'infraction) est également neutre. Cependant, certains passages suggèrent que les proches des victimes peuvent être confrontés à des difficultés financières, ce qui pourrait être interprété comme une légère préférence pour la gauche en termes de sensibilité sociale.",3,-0.025
llama3.2:latest,29137551,-0.5,0.2,0.1,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie politique particulière. Cependant, le contexte historique et les événements mentionnés suggèrent que l'OSCE a été marginalisée par la Russie après l'annexion de la Crimée et les combats dans le Donbass, ce qui pourrait être perçu comme une critique du gouvernement russe. Le fait que le ministre suisse ait joué un rôle de médiateur dans la guerre en Ukraine pourrait également suggérer une certaine sympathie pour l'Ukraine.",3,-0.049999999999999996
llama3.2:latest,29130526,-0.5,0.0,0.0,0.0,1.0,"L'article présente un ton neutre et ne prend pas position sur le sujet, mais souligne les problèmes de pesticides dans les denrées alimentaires suisses. La législation est critiquée pour être trop stricte. Le rapport de surveillance est présenté comme une source fiable.",3,-0.125
llama3.2:latest,29137324,-0.5,1.0,1.0,0.0,0.8,"L'article présente une vision très positive de l'initiative climatique, en soulignant les avantages concrets et les bénéfices pour la population. La présidente des Vert-e-s est citée de manière à démontrer son soutien sans réserve à l'initiative. Le ton est donc clairement favorable à gauche.",3,0.375
llama3.2:latest,29137930,-0.1,0.2,0.1,0.0,0.8,"L'article présente un ton neutre et objectif, mais avec une légère tendance à favoriser les points de vue scientifiques et académiques. La découverte est présentée comme une avancée majeure dans la compréhension de l'histoire de la vie sur Terre, sans évoquer des opinions politiques ou idéologiques explicitement.",3,0.05
llama3.2:latest,29125285,-0.5,0.2,0.1,0.0,0.8,"L'article présente un ton neutre et objectif, mais les citations de scientifiques et d'experts politiques peuvent être perçues comme légèrement favorables à la gauche en raison du contexte des discussions sur le climat et l'environnement.",3,-0.049999999999999996
llama3.2:latest,29137608,-1.0,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence politique, mais le sujet du réchauffement climatique est souvent associé à des politiques de gauche. Le langage utilisé est formel et scientifique, ce qui suggère une approche objective. Cependant, l'absence de critiques ou de contre-arguments de la part des contributeurs américains pourrait être interprétée comme une présence de bias.",3,-0.25
llama3.2:latest,29134900,-1.0,-1.0,-1.0,-1.0,1.0,"L'article présente une vision très critique de la situation en Gaza, mettant en avant les souffrances et les difficultés vécues par les Palestiniens. Le ton est clairement anti-israélien et pro-palestinien, ce qui donne une orientation nettement à gauche.",3,-1.0
llama3.2:latest,29133473,-0.2,0.1,-0.3,0.0,0.8,"L'article présente un ton neutre, mais les faits présentés suggèrent une légère préférence pour la commune de Crans-Montana. Le Ministère public est le principal acteur du dossier pénal, tandis que la commune est mentionnée comme partie à la procédure. Les citations d'experts et de témoins sont absentes.",3,-0.1
llama3.2:latest,29132722,-0.1,-0.5,0.3,0.2,0.8,"L'initiative pour réduire la redevance SSR et exonérer les entreprises du financement des médias de service public est considérée comme une mesure favorable à la droite, tandis que l'initiative pour un fonds climat est considérée comme une mesure favorable à gauche. Les partisans de l'UDC soutiennent fortement la réduction de la redevance SSR, tandis que les Verts et le Parti socialiste soutiennent fortement l'initiative pour un fonds climat.",3,-0.024999999999999994
llama3.2:latest,28980688,-0.1,0.2,0.3,0.5,0.8,"L'article présente une vision générale positive de l'implantation des entreprises suisses en Irak, soulignant les opportunités économiques et la stabilité du pays. Cependant, il met également en évidence les défis géopolitiques et institutionnels qui freinent la confiance des investisseurs. La présence de plusieurs ambassadeurs et dirigeants politiques cités dans l'article contribue à une vision généralement positive de l'Irak et de ses relations avec la Suisse.",3,0.225
llama3.2:latest,29138895,-0.2,0.1,0.3,0.0,0.8,"L'article présente une vision générale de la situation des travailleurs suisses, en mettant l'accent sur les problèmes de santé et de sécurité au travail. Le langage utilisé est neutre, mais le ton peut être considéré comme légèrement favorable à la gauche en soulignant les inquiétudes du syndicat concernant les conditions de travail et les salaires réels stagnants.",3,0.049999999999999996
llama3.2:latest,29137468,-0.5,-0.2,0.1,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour la gauche ou la droite. Cependant, il y a une légère tendance à traiter les faits en fonction du contexte politique. Le sujet est considéré comme neutre, mais le contexte de l'enquête pénale et des précédents similaires suggèrent que le traitement pourrait être légèrement plus favorable à la droite.",3,-0.15
llama3.2:latest,29138628,-0.2,-0.1,0.05,-0.15,0.8,"La révision visait à développer le recours aux énergies renouvelables locales, tendre de manière décisive vers la neutralité carbone en 2050 ainsi que vers plus de souveraineté énergétique pour le canton. Le Parlement a maintenu l'obligation de remplacer les chauffages aux énergies fossiles, établissant le principe d'économie circulaire et de sobriété énergétique. Les Vert-e-s et le Parti socialiste ont affirmé ressortir de ces débats avec un goût d'inachevé, jugeant la loi passablement affaiblie par rapport au texte de base.",3,-0.1
llama3.2:latest,29132483,-0.5,0.2,0.1,0.0,0.8,"L'article présente une analyse objective des stratégies climatiques de Lidl et des enseignes suisses, sans préjugés évidents à gauche ou à droite. Cependant, la mention de l'Accord de Paris et de la nécessité pour les supermarchés de réduire leurs émissions de gaz à effet de serre pourrait être interprétée comme une orientation légèrement en faveur des objectifs climatiques, ce qui pourrait affecter le score de subject_bias.",3,-0.049999999999999996
llama3.2:latest,29138029,-0.2,0.1,-0.3,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour une idéologie en particulier. Cependant, la mention du refus du CHVR de communiquer le nombre de blessés peut être interprétée comme une légère tendance vers la neutralité ou l'absence de préférence politique.",3,-0.1
llama3.2:latest,29138340,-0.5,-1.0,-0.8,0.0,0.9,"L'article présente une vision généralement favorable à la protection du climat et aux politiques de gauche, avec des citations de personnalités politiques du Parti socialiste et des Vert-e-s. Cependant, le ton est critique envers les autres formations politiques et les initiatives qui soutiennent l'initiative pour un fonds climat. La confiance dans la capacité de la Suisse à gérer efficacement son budget et ses finances publiques est mise en doute par Simone de Montmollin, ce qui peut être considéré comme une critique légèrement tendue.",3,-0.575
llama3.2:latest,29139609,-1.0,-0.5,-0.2,-0.8,0.8,"L'article présente une vision critique des actions de la Russie en Ukraine, mettant en avant les jeunes recrues et les sabotages. Les citations d'experts comme Elena Grossfeld ajoutent une couche de crédibilité à l'analyse. Cependant, le ton peut être considéré comme légèrement sensibilisé contre la Russie.",3,-0.625
llama3.2:latest,29132309,-0.02,-0.08,-0.03,0.0,0.8,"L'article présente un point de vue critique envers les événements politiques et les actions des dirigeants, ce qui peut suggérer une légère orientation à gauche. Le ton est objectif et documentaire, mais il y a quelques allusions à la guerre et aux conséquences pour les civils, ce qui pourrait être interprété comme un biais à gauche. La présence de sources critiques et d'analyses émouvantes renforce cette impression.",3,-0.0325
llama3.2:latest,29139514,-0.1,0.0,0.0,0.0,0.8,"L'article présente un ton neutre et ne semble pas avoir de préférence pour la gauche ou la droite. Le sujet du test des sirènes d'alarme est également neutre. Cependant, il est possible que certains lecteurs puissent interpréter le contexte plus largement comme étant lié à une question de sécurité nationale qui pourrait être perçue comme plus gauche ou plus droite.",3,-0.025
llama3.2:latest,29138377,-1.0,-1.0,-1.0,-1.0,1.0,"L'article présente une analyse critique de la situation des princes norvégiens et de leurs liens avec Jeffrey Epstein, soulignant les implications éthiques et juridiques de ces relations. Le ton est généralement sévère envers les princes et leur comportement, ce qui suggère un biais à gauche.",3,-1.0
llama3.2:latest,29137477,-0.05,0.0,0.0,0.0,0.8,"L'article présente une sélection de nouvelles variées et positives, avec des sujets tels que la santé, l'environnement et les animaux. Les titres et les descriptions des articles sont neutres et informatifs. Le ton est convivial et encourageant.",3,-0.0125
